contract_id,title,file_name,file_path,char_count,word_count
11,"FTENETWORKS,INC_02_18_2016-EX-99.4-STRATEGIC ALLIANCE AGREEMENT",FTENETWORKS_INC_02_18_2016-EX-99_4-STRATEGIC_ALLIANCE_AGREEMENT.txt,data/raw/FTENETWORKS_INC_02_18_2016-EX-99_4-STRATEGIC_ALLIANCE_AGREEMENT.txt,37829,5761
12,DOMINIADVISORTRUST_02_18_2005-EX-99.(H)(2)-SPONSORSHIP AGREEMENT,DOMINIADVISORTRUST_02_18_2005-EX-99__H__2_-SPONSORSHIP_AGREEMENT.txt,data/raw/DOMINIADVISORTRUST_02_18_2005-EX-99__H__2_-SPONSORSHIP_AGREEMENT.txt,12555,1847
13,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement3,PfHospitalityGroupInc_20150923_10-12G_EX-10_1_9266710_EX-10_1_Franchise_Agreement3.txt,data/raw/PfHospitalityGroupInc_20150923_10-12G_EX-10_1_9266710_EX-10_1_Franchise_Agreement3.txt,6772,1014
14,CerenceInc_20191002_8-K_EX-10.4_11827494_EX-10.4_Intellectual Property Agreement,CerenceInc_20191002_8-K_EX-10_4_11827494_EX-10_4_Intellectual_Property_Agreement.txt,data/raw/CerenceInc_20191002_8-K_EX-10_4_11827494_EX-10_4_Intellectual_Property_Agreement.txt,62170,9608
15,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99.D(IV)_11720968_EX-99.D(IV)_Endorsement Agreement,ThriventVariableInsuranceAccountB_20190701_N-6_EX-99_D_IV__11720968_EX-99_D_IV__Endorsement_Agreement.txt,data/raw/ThriventVariableInsuranceAccountB_20190701_N-6_EX-99_D_IV__11720968_EX-99_D_IV__Endorsement_Agreement.txt,4871,735
16,ReynoldsConsumerProductsInc_20191115_S-1_EX-10.18_11896469_EX-10.18_Supply Agreement,ReynoldsConsumerProductsInc_20191115_S-1_EX-10_18_11896469_EX-10_18_Supply_Agreement.txt,data/raw/ReynoldsConsumerProductsInc_20191115_S-1_EX-10_18_11896469_EX-10_18_Supply_Agreement.txt,61710,9599
17,IntegrityFunds_20200121_485BPOS_EX-99.E UNDR CONTR_11948727_EX-99.E UNDR CONTR_Service Agreement,IntegrityFunds_20200121_485BPOS_EX-99_E_UNDR_CONTR_11948727_EX-99_E_UNDR_CONTR_Service_Agreement.txt,data/raw/IntegrityFunds_20200121_485BPOS_EX-99_E_UNDR_CONTR_11948727_EX-99_E_UNDR_CONTR_Service_Agreement.txt,23845,3784
18,PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT,PREMIERBIOMEDICALINC_05_14_2020-EX-10_2-INTELLECTUAL_PROPERTY_AGREEMENT.txt,data/raw/PREMIERBIOMEDICALINC_05_14_2020-EX-10_2-INTELLECTUAL_PROPERTY_AGREEMENT.txt,23282,3596
19,"SIBANNAC,INC_12_04_2017-EX-2.1-Strategic Alliance Agreement",SIBANNAC_INC_12_04_2017-EX-2_1-Strategic_Alliance_Agreement.txt,data/raw/SIBANNAC_INC_12_04_2017-EX-2_1-Strategic_Alliance_Agreement.txt,8380,1236
20,INTRICONCORP_03_10_2009-EX-10.22-Strategic Alliance Agreement,INTRICONCORP_03_10_2009-EX-10_22-Strategic_Alliance_Agreement.txt,data/raw/INTRICONCORP_03_10_2009-EX-10_22-Strategic_Alliance_Agreement.txt,52967,7774
21,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,BONTONSTORESINC_04_20_2018-EX-99_3-AGENCY_AGREEMENT.txt,data/raw/BONTONSTORESINC_04_20_2018-EX-99_3-AGENCY_AGREEMENT.txt,161626,26842
22,"ON2TECHNOLOGIES,INC_11_17_2006-EX-10.3-SUPPORT AND MAINTENANCE AGREEMENT",ON2TECHNOLOGIES_INC_11_17_2006-EX-10_3-SUPPORT_AND_MAINTENANCE_AGREEMENT.txt,data/raw/ON2TECHNOLOGIES_INC_11_17_2006-EX-10_3-SUPPORT_AND_MAINTENANCE_AGREEMENT.txt,61392,8844
23,Freecook_20180605_S-1_EX-10.3_11233807_EX-10.3_Hosting Agreement,Freecook_20180605_S-1_EX-10_3_11233807_EX-10_3_Hosting_Agreement.txt,data/raw/Freecook_20180605_S-1_EX-10_3_11233807_EX-10_3_Hosting_Agreement.txt,6341,997
24,OPERALTD_04_30_2020-EX-4.14-SERVICE AGREEMENT,OPERALTD_04_30_2020-EX-4_14-SERVICE_AGREEMENT.txt,data/raw/OPERALTD_04_30_2020-EX-4_14-SERVICE_AGREEMENT.txt,20983,3326
25,"BORROWMONEYCOM,INC_06_11_2020-EX-10.1-JOINT VENTURE AGREEMENT",BORROWMONEYCOM_INC_06_11_2020-EX-10_1-JOINT_VENTURE_AGREEMENT.txt,data/raw/BORROWMONEYCOM_INC_06_11_2020-EX-10_1-JOINT_VENTURE_AGREEMENT.txt,21450,3507
26,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10.1-INTELLECTUAL PROPERTY AGREEMENT,ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10_1-INTELLECTUAL_PROPERTY_AGREEMENT.txt,data/raw/ZEBRATECHNOLOGIESCORP_04_16_2014-EX-10_1-INTELLECTUAL_PROPERTY_AGREEMENT.txt,127205,19581
27,ChinaRealEstateInformationCorp_20090929_F-1_EX-10.32_4771615_EX-10.32_Content License Agreement,ChinaRealEstateInformationCorp_20090929_F-1_EX-10_32_4771615_EX-10_32_Content_License_Agreement.txt,data/raw/ChinaRealEstateInformationCorp_20090929_F-1_EX-10_32_4771615_EX-10_32_Content_License_Agreement.txt,49191,7522
28,"HERTZGLOBALHOLDINGS,INC_07_07_2016-EX-10.4-INTELLECTUAL PROPERTY AGREEMENT",HERTZGLOBALHOLDINGS_INC_07_07_2016-EX-10_4-INTELLECTUAL_PROPERTY_AGREEMENT.txt,data/raw/HERTZGLOBALHOLDINGS_INC_07_07_2016-EX-10_4-INTELLECTUAL_PROPERTY_AGREEMENT.txt,30968,4904
29,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10.16-CONSULTING AGREEMENT,GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10_16-CONSULTING_AGREEMENT.txt,data/raw/GLOBALTECHNOLOGIESLTD_06_08_2020-EX-10_16-CONSULTING_AGREEMENT.txt,20805,3199
30,PfHospitalityGroupInc_20150923_10-12G_EX-10.1_9266710_EX-10.1_Franchise Agreement1,PfHospitalityGroupInc_20150923_10-12G_EX-10_1_9266710_EX-10_1_Franchise_Agreement1.txt,data/raw/PfHospitalityGroupInc_20150923_10-12G_EX-10_1_9266710_EX-10_1_Franchise_Agreement1.txt,152649,24389
31,CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT,CORIOINC_07_20_2000-EX-10_5-LICENSE_AND_HOSTING_AGREEMENT.txt,data/raw/CORIOINC_07_20_2000-EX-10_5-LICENSE_AND_HOSTING_AGREEMENT.txt,62324,8396
32,TUNIUCORP_03_06_2014-EX-10-COOPERATION AGREEMENT,TUNIUCORP_03_06_2014-EX-10-COOPERATION_AGREEMENT.txt,data/raw/TUNIUCORP_03_06_2014-EX-10-COOPERATION_AGREEMENT.txt,17917,2760
33,CYBERIANOUTPOSTINC_07_09_1998-EX-10.13-PROMOTION AGREEMENT,CYBERIANOUTPOSTINC_07_09_1998-EX-10_13-PROMOTION_AGREEMENT.txt,data/raw/CYBERIANOUTPOSTINC_07_09_1998-EX-10_13-PROMOTION_AGREEMENT.txt,25288,3450
34,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10.5-Collaboration Agreement,SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10_5-Collaboration_Agreement.txt,data/raw/SENMIAOTECHNOLOGYLTD_02_19_2019-EX-10_5-Collaboration_Agreement.txt,73890,11876
35,HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10.1_11776966_EX-10.1_Reseller Agreement,HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10_1_11776966_EX-10_1_Reseller_Agreement.txt,data/raw/HealthcareIntegratedTechnologiesInc_20190812_8-K_EX-10_1_11776966_EX-10_1_Reseller_Agreement.txt,22288,3519
36,LOYALTYPOINTINC_11_16_2004-EX-10.2-RESELLER AGREEMENT,LOYALTYPOINTINC_11_16_2004-EX-10_2-RESELLER_AGREEMENT.txt,data/raw/LOYALTYPOINTINC_11_16_2004-EX-10_2-RESELLER_AGREEMENT.txt,117478,12890
37,BNCMORTGAGEINC_05_17_1999-EX-10.4-LICENSING AND WEB SITE HOSTING AGREEMENT,BNCMORTGAGEINC_05_17_1999-EX-10_4-LICENSING_AND_WEB_SITE_HOSTING_AGREEMENT.txt,data/raw/BNCMORTGAGEINC_05_17_1999-EX-10_4-LICENSING_AND_WEB_SITE_HOSTING_AGREEMENT.txt,32680,4739
38,ENERGOUSCORP_03_16_2017-EX-10.24-STRATEGIC ALLIANCE AGREEMENT,ENERGOUSCORP_03_16_2017-EX-10_24-STRATEGIC_ALLIANCE_AGREEMENT.txt,data/raw/ENERGOUSCORP_03_16_2017-EX-10_24-STRATEGIC_ALLIANCE_AGREEMENT.txt,81926,12422
39,CytodynInc_20200109_10-Q_EX-10.5_11941634_EX-10.5_License Agreement,CytodynInc_20200109_10-Q_EX-10_5_11941634_EX-10_5_License_Agreement.txt,data/raw/CytodynInc_20200109_10-Q_EX-10_5_11941634_EX-10_5_License_Agreement.txt,159488,24801
40,MSCIINC_02_28_2008-EX-10.10-,MSCIINC_02_28_2008-EX-10_10-.txt,data/raw/MSCIINC_02_28_2008-EX-10_10-.txt,11770,1851
41,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,NICELTD_06_26_2003-EX-4_5-OUTSOURCING_AGREEMENT.txt,data/raw/NICELTD_06_26_2003-EX-4_5-OUTSOURCING_AGREEMENT.txt,148163,18608
42,ImpresseCorp_20000322_S-1A_EX-10.11_5199234_EX-10.11_Co-Branding Agreement,ImpresseCorp_20000322_S-1A_EX-10_11_5199234_EX-10_11_Co-Branding_Agreement.txt,data/raw/ImpresseCorp_20000322_S-1A_EX-10_11_5199234_EX-10_11_Co-Branding_Agreement.txt,47639,7249
43,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10.19_11788293_EX-10.19_Content License Agreement,AlliedEsportsEntertainmentInc_20190815_8-K_EX-10_19_11788293_EX-10_19_Content_License_Agreement.txt,data/raw/AlliedEsportsEntertainmentInc_20190815_8-K_EX-10_19_11788293_EX-10_19_Content_License_Agreement.txt,35504,5471
44,CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10.1-Strategic Alliance Agreement,CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10_1-Strategic_Alliance_Agreement.txt,data/raw/CHERRYHILLMORTGAGEINVESTMENTCORP_09_26_2013-EX-10_1-Strategic_Alliance_Agreement.txt,27741,4441
45,CreditcardscomInc_20070810_S-1_EX-10.33_362297_EX-10.33_Affiliate Agreement,CreditcardscomInc_20070810_S-1_EX-10_33_362297_EX-10_33_Affiliate_Agreement.txt,data/raw/CreditcardscomInc_20070810_S-1_EX-10_33_362297_EX-10_33_Affiliate_Agreement.txt,28804,4045
46,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10.46-WEB HOSTING AGREEMENT,GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10_46-WEB_HOSTING_AGREEMENT.txt,data/raw/GALACTICOMMTECHNOLOGIESINC_11_07_1997-EX-10_46-WEB_HOSTING_AGREEMENT.txt,1660,223
47,"Zounds Hearing, Inc. - MANUFACTURING DESIGN MARKETING AGREEMENT",Zounds_Hearing__Inc__-_MANUFACTURING_DESIGN_MARKETING_AGREEMENT.txt,data/raw/Zounds_Hearing__Inc__-_MANUFACTURING_DESIGN_MARKETING_AGREEMENT.txt,47001,6897
48,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10_3-SERVICING_AGREEMENT.txt,data/raw/CUROGROUPHOLDINGSCORP_05_04_2020-EX-10_3-SERVICING_AGREEMENT.txt,36602,5793
49,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate Agreement,SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate_Agreement.txt,data/raw/SouthernStarEnergyInc_20051202_SB-2A_EX-9_801890_EX-9_Affiliate_Agreement.txt,22721,3607
50,ConformisInc_20191101_10-Q_EX-10.6_11861402_EX-10.6_Development Agreement,ConformisInc_20191101_10-Q_EX-10_6_11861402_EX-10_6_Development_Agreement.txt,data/raw/ConformisInc_20191101_10-Q_EX-10_6_11861402_EX-10_6_Development_Agreement.txt,63217,9583
51,Principal Life Insurance Company - Broker Dealer Marketing and Servicing Agreement,Principal_Life_Insurance_Company_-_Broker_Dealer_Marketing_and_Servicing_Agreement.txt,data/raw/Principal_Life_Insurance_Company_-_Broker_Dealer_Marketing_and_Servicing_Agreement.txt,29599,4366
52,LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement,LegacyEducationAllianceInc_20200330_10-K_EX-10_18_12090678_EX-10_18_Development_Agreement.txt,data/raw/LegacyEducationAllianceInc_20200330_10-K_EX-10_18_12090678_EX-10_18_Development_Agreement.txt,46255,7337
53,VerizonAbsLlc_20200123_8-K_EX-10.4_11952335_EX-10.4_Service Agreement,VerizonAbsLlc_20200123_8-K_EX-10_4_11952335_EX-10_4_Service_Agreement.txt,data/raw/VerizonAbsLlc_20200123_8-K_EX-10_4_11952335_EX-10_4_Service_Agreement.txt,289615,45143
54,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,VERICELCORP_08_06_2019-EX-10_10-SUPPLY_AGREEMENT.txt,data/raw/VERICELCORP_08_06_2019-EX-10_10-SUPPLY_AGREEMENT.txt,102006,15862
55,WPPPLC_04_30_2020-EX-4.28-SERVICE AGREEMENT,WPPPLC_04_30_2020-EX-4_28-SERVICE_AGREEMENT.txt,data/raw/WPPPLC_04_30_2020-EX-4_28-SERVICE_AGREEMENT.txt,65547,10958
56,"WASTE2ENERGYHOLDINGS,INC_06_03_2010-EX-10.2-STRATEGIC ALLIANCE AGREEMENT",WASTE2ENERGYHOLDINGS_INC_06_03_2010-EX-10_2-STRATEGIC_ALLIANCE_AGREEMENT.txt,data/raw/WASTE2ENERGYHOLDINGS_INC_06_03_2010-EX-10_2-STRATEGIC_ALLIANCE_AGREEMENT.txt,40442,6187
57,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER AGREEMENT,WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER_AGREEMENT.txt,data/raw/WORLDWIDESTRATEGIESINC_11_02_2005-EX-10-RESELLER_AGREEMENT.txt,84618,10830
58,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT_SECONDAMENDMENT,FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99_SERV_AGREE-SERVICES_AGREEMENT_SECONDAMENDMENT.txt,data/raw/FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99_SERV_AGREE-SERVICES_AGREEMENT_SECONDAMENDMENT.txt,5466,820
59,AzulSa_20170303_F-1A_EX-10.3_9943903_EX-10.3_Maintenance Agreement2,AzulSa_20170303_F-1A_EX-10_3_9943903_EX-10_3_Maintenance_Agreement2.txt,data/raw/AzulSa_20170303_F-1A_EX-10_3_9943903_EX-10_3_Maintenance_Agreement2.txt,16870,2549
60,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement1,PelicanDeliversInc_20200211_S-1_EX-10_3_11975895_EX-10_3_Development_Agreement1.txt,data/raw/PelicanDeliversInc_20200211_S-1_EX-10_3_11975895_EX-10_3_Development_Agreement1.txt,16590,2820
61,ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT,ORBSATCORP_08_17_2007-EX-7_3-STRATEGIC_ALLIANCE_AGREEMENT.txt,data/raw/ORBSATCORP_08_17_2007-EX-7_3-STRATEGIC_ALLIANCE_AGREEMENT.txt,18445,2909
62,DRAGONSYSTEMSINC_01_08_1999-EX-10.17-OUTSOURCING AGREEMENT,DRAGONSYSTEMSINC_01_08_1999-EX-10_17-OUTSOURCING_AGREEMENT.txt,data/raw/DRAGONSYSTEMSINC_01_08_1999-EX-10_17-OUTSOURCING_AGREEMENT.txt,8599,1088
63,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99__J__4_-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT.txt,data/raw/SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99__J__4_-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT.txt,20121,2845
64,GridironBionutrientsInc_20171206_8-K_EX-10.2_10972556_EX-10.2_Endorsement Agreement,GridironBionutrientsInc_20171206_8-K_EX-10_2_10972556_EX-10_2_Endorsement_Agreement.txt,data/raw/GridironBionutrientsInc_20171206_8-K_EX-10_2_10972556_EX-10_2_Endorsement_Agreement.txt,3456,529
65,ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement,ImperialGardenResortInc_20161028_DRS__on_F-1__EX-10_13_9963189_EX-10_13_Outsourcing_Agreement.txt,data/raw/ImperialGardenResortInc_20161028_DRS__on_F-1__EX-10_13_9963189_EX-10_13_Outsourcing_Agreement.txt,12260,1849
66,"VIRGINGALACTICHOLDINGS,INC_04_08_2020-EX-99.1-JOINT FILING STATEMENT",VIRGINGALACTICHOLDINGS_INC_04_08_2020-EX-99_1-JOINT_FILING_STATEMENT.txt,data/raw/VIRGINGALACTICHOLDINGS_INC_04_08_2020-EX-99_1-JOINT_FILING_STATEMENT.txt,1194,188
67,FuseMedicalInc_20190321_10-K_EX-10.43_11575454_EX-10.43_Distributor Agreement,FuseMedicalInc_20190321_10-K_EX-10_43_11575454_EX-10_43_Distributor_Agreement.txt,data/raw/FuseMedicalInc_20190321_10-K_EX-10_43_11575454_EX-10_43_Distributor_Agreement.txt,32502,5339
68,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10.6-OUTSOURCING AGREEMENT,ASPIRITYHOLDINGSLLC_05_07_2012-EX-10_6-OUTSOURCING_AGREEMENT.txt,data/raw/ASPIRITYHOLDINGSLLC_05_07_2012-EX-10_6-OUTSOURCING_AGREEMENT.txt,67111,10095
69,"OASYSMOBILE,INC_07_05_2001-EX-10.17-OUTSOURCING AGREEMENT",OASYSMOBILE_INC_07_05_2001-EX-10_17-OUTSOURCING_AGREEMENT.txt,data/raw/OASYSMOBILE_INC_07_05_2001-EX-10_17-OUTSOURCING_AGREEMENT.txt,58860,8147
70,MEDIWOUNDLTD_01_15_2014-EX-10.6-SUPPLY AGREEMENT,MEDIWOUNDLTD_01_15_2014-EX-10_6-SUPPLY_AGREEMENT.txt,data/raw/MEDIWOUNDLTD_01_15_2014-EX-10_6-SUPPLY_AGREEMENT.txt,49915,7708
71,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,UpjohnInc_20200121_10-12G_EX-2_6_11948692_EX-2_6_Manufacturing_Agreement__Supply_Agreement.txt,data/raw/UpjohnInc_20200121_10-12G_EX-2_6_11948692_EX-2_6_Manufacturing_Agreement__Supply_Agreement.txt,225094,33948
72,"Antares Pharma, Inc. - Manufacturing Agreement",Antares_Pharma__Inc__-_Manufacturing_Agreement.txt,data/raw/Antares_Pharma__Inc__-_Manufacturing_Agreement.txt,106786,16365
73,RareElementResourcesLtd_20171019_SC 13D_EX-99.4_10897534_EX-99.4_Intellectual Property Agreement,RareElementResourcesLtd_20171019_SC_13D_EX-99_4_10897534_EX-99_4_Intellectual_Property_Agreement.txt,data/raw/RareElementResourcesLtd_20171019_SC_13D_EX-99_4_10897534_EX-99_4_Intellectual_Property_Agreement.txt,34461,5415
74,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13.C-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,VARIABLESEPARATEACCOUNT_04_30_2014-EX-13_C-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT.txt,data/raw/VARIABLESEPARATEACCOUNT_04_30_2014-EX-13_C-UNCONDITIONAL_CAPITAL_MAINTENANCE_AGREEMENT.txt,15202,2381
75,ABILITYINC_06_15_2020-EX-4.25-SERVICES AGREEMENT,ABILITYINC_06_15_2020-EX-4_25-SERVICES_AGREEMENT.txt,data/raw/ABILITYINC_06_15_2020-EX-4_25-SERVICES_AGREEMENT.txt,26346,4115
76,ELECTRAMECCANICA VEHICLES CORP. - Manufacturing Agreement,ELECTRAMECCANICA_VEHICLES_CORP__-_Manufacturing_Agreement.txt,data/raw/ELECTRAMECCANICA_VEHICLES_CORP__-_Manufacturing_Agreement.txt,47889,7251
77,GopageCorp_20140221_10-K_EX-10.1_8432966_EX-10.1_Content License Agreement,GopageCorp_20140221_10-K_EX-10_1_8432966_EX-10_1_Content_License_Agreement.txt,data/raw/GopageCorp_20140221_10-K_EX-10_1_8432966_EX-10_1_Content_License_Agreement.txt,39622,6030
78,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10.11-SERVICE AGREEMENT,BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10_11-SERVICE_AGREEMENT.txt,data/raw/BICYCLETHERAPEUTICSPLC_03_10_2020-EX-10_11-SERVICE_AGREEMENT.txt,57041,9252
79,FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement,FreezeTagInc_20180411_8-K_EX-10_1_11139603_EX-10_1_Sponsorship_Agreement.txt,data/raw/FreezeTagInc_20180411_8-K_EX-10_1_11139603_EX-10_1_Sponsorship_Agreement.txt,26753,4102
80,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10.10-CONSTRUCTION AND MAINTENANCE AGREEMENT,TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10_10-CONSTRUCTION_AND_MAINTENANCE_AGREEMENT.txt,data/raw/TELEGLOBEINTERNATIONALHOLDINGSLTD_03_29_2004-EX-10_10-CONSTRUCTION_AND_MAINTENANCE_AGREEMENT.txt,94266,15095
81,WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT,WEBHELPCOMINC_03_22_2000-EX-10_8-HOSTING_AGREEMENT.txt,data/raw/WEBHELPCOMINC_03_22_2000-EX-10_8-HOSTING_AGREEMENT.txt,19257,2955
82,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE_AGREEMENT.txt,data/raw/INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE_AGREEMENT.txt,116873,16157
83,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION AGREEMENT,BIOCEPTINC_08_19_2013-EX-10-COLLABORATION_AGREEMENT.txt,data/raw/BIOCEPTINC_08_19_2013-EX-10-COLLABORATION_AGREEMENT.txt,79052,12142
84,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10.53-SPONSORSHIP AGREEMENT,PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10_53-SPONSORSHIP_AGREEMENT.txt,data/raw/PACIFICSYSTEMSCONTROLTECHNOLOGYINC_08_24_2000-EX-10_53-SPONSORSHIP_AGREEMENT.txt,4066,682
85,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT,NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99_1-DISTRIBUTOR_AGREEMENT.txt,data/raw/NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99_1-DISTRIBUTOR_AGREEMENT.txt,48612,7663
